"序号","笔记ID","作者","作者主页","标题","点赞数","收藏数","评论数","分享数","发布时间","笔记描述","主题","笔记链接","图片链接","视频链接","cookie"
11,"69749015000000001a02b7ae","宇LackContext","https://www.xiaohongshu.com/user/profile/5d39b721000000001100320b","00后在AI行业的尴尬和迷茫","96","37","6","11","2026/01/24","我本人是04年的，从24年开始接触AI到今天成为一名AI产品经理，即使行业内无论vc还是媒体都在看好00后创业者、造一些“小天才”的神话，我依然觉得00后在步入AI行业的过程中是吃力、尴尬且迷茫的。
	
我暂时看到的优秀AI产品的founder，大多在90-99之间，总结下来成功的是懂周期、懂互联网、懂商业的一批人。恰恰是这一波人，经历了从移动互联网到AI时代的整个过渡，他们站在移动互联网的中末期，积累了丰富的互联网实战经验，热切盼望下一个时代的到来，是顺水推舟的事情。
	
不得不承认，以llm为代表的AI是诞生于互联网的，依托于互联网的环境下，从idea到产品开发、分发，其实都是类似的逻辑。这就代表在上一代互联网打过仗的人进入AI会更游刃有余。
	
而00后错过了这个时代，缺失了移动互联网的context。如今coding平权、大家都在拼sense和taste，但没人讲的清楚taste怎么培养。其实taste本质还是你看过足够多的东西，成功的、失败的，积累下来的一个抽象的“好的标准”。00后没真实经历微信、淘宝、抖音的起伏和战役，不知道成功的产品为什么成功，却真切感受了AI时代爆炸的信息，反而更加地迷茫。
	
铺天盖地的AI讯息、vibe coding的出现，二者共同营造了一种会用cursor和gemini ai studio就能AI创业的虚假繁荣。在idea到产品落地之外，有更深一层的分发、营销、迭代、竞争。恰恰是这后者，决定了产品的成败，而这并不是AI时代特有的，而且一直以来的互联网商业逻辑，00后普遍缺失了这部分，导致看了很多、很多idea，但落地不了的尴尬。
	
当然，AI时代也给00后很多补齐这些context的机会。正如build一个产品如此简单，build完之后的环节才更痛苦，尝试尽可能快地解决产品落地之后的种种问题，是最好的解法。失败也没关系，营销、第一波用户、竞争关系，开公司、融资，种种dirty work经历一遍，下一次自然就熟悉了。
	
这篇仅个人感受，00后可能是最懂年轻人的一代，也是最大的变量。尝试get hands dirty，而非嘴上说说，也是我一直以来督促自己的事情。
	
#AI产品经理[话题]# #互联网大厂[话题]# #AI产品[话题]# #产品经理[话题]# #00后创业[话题]# #秋招[话题]# #春招[话题]#","[""#AI产品经理"",""#互联网大厂"",""#AI产品"",""#产品经理"",""#00后创业"",""#秋招"",""#春招""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/69749015000000001a02b7ae?xsec_token=AB3sy221kGdVJE7OwGNrNp6sIUjGyK0vANdfj7zngRxZQ=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230150/0ae9b24c1e71b639b92a44b69adcaf66/1040g00831rngqkve2g005n9pmsgk8cgb64oq0ng!nd_dft_wlteh_webp_3""]","",""
12,"69aebd530000000015021c49","来福电台","https://www.xiaohongshu.com/user/profile/68775eff000000001e009fa7","别只刷小红书了，清华师兄喊你来实习！","6","2","3","2","2026/03/09","我们是“来福”——一个已上线的AI电台。
刚拿到红杉等顶级VC千万美元融资，弹药充足。创始人是前百川联创+清华/中科院背景，团队来自大模型和一线互联网公司。
我们在做的：AI语音+个性化智能体。红杉合伙人钦点的未来方向，面向全球16亿音频用户。
现招4个实习岗，都在北京：
🤖 AI产品实习生
跟踪海外播客/AI音视频产品动态，参与用户调研和功能设计。
希望你：在读本科/研究生，有用户研究或数据分析基础，好奇心强，对音频内容有感觉。熟悉海外社媒加分。
📈 AI产品运营实习生
负责内容运营与宣传素材策划，用AI工具产出图像/视频/文案，参与Agent工作流搭建。
希望你：211/985在读，懂内容审美，熟悉小红书/抖音/B站流量逻辑，会用AI工具。每周4天以上，3个月起。
📝 内容运营实习生
负责小红书官方号运营、社群维护、公众号发布、增长活动策划。
希望你：在读学生，有内容创作经验，熟悉小红书玩法，有审美有想法，能写能做。每周4天以上。
🎯 达人营销实习生
通过小红书/抖音等渠道种草App，负责达人筛选、内容沟通、效果复盘。
希望你：对达人营销感兴趣，有网感和内容sense，了解平台机制，有一定数据分析能力。每周4天以上，3个月起。
为什么来？
🚀 赛道对：AI语音+个性化智能体，红杉重点看好
💰 弹药足：融资已到账，实习生也有成长空间
👥 团队强：清华师兄带队，和一线大模型实战派共事
📱 产品实：已上线，不是demo，你的想法能被听见
#AI实习[话题]# #产品实习[话题]# #运营实习[话题]# #内容运营[话题]# #达人营销[话题]# #清华创业[话题]# #大模型[话题]# #北京实习[话题]#","[""#AI实习"",""#产品实习"",""#运营实习"",""#内容运营"",""#达人营销"",""#清华创业"",""#大模型"",""#北京实习""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/69aebd530000000015021c49?xsec_token=ABRYZvk0Gyf74NpNoWIHOwvD9r-pztFUjoaFPgJVcUhjs=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230150/a2177818da69bc661e2d2cca7bdda049/notes_pre_post/1040g3k831tgaq8j5m2905q3nbrvnh7t7dktcnn0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/44d6d7f823dc73e5f4c9fa1104f66455/notes_pre_post/1040g3k831tgaq8j5m2b05q3nbrvnh7t7fjghcm8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/69d6a7fd159ce95456b583d7c5aefe10/notes_pre_post/1040g3k831tgaq8j5m29g5q3nbrvnh7t7k1op71g!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/fa5be4d4ccaf48756f8155c09e325ea8/notes_pre_post/1040g3k831tgaq8j5m2a05q3nbrvnh7t7re0ruug!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/072b0811eb3f0763ca088e739625b942/notes_pre_post/1040g3k831tgaq8j5m2ag5q3nbrvnh7t74b18fjg!nd_dft_wlteh_webp_3""]","",""
13,"68dbdf3b000000000700e53b","Paaaablo","https://www.xiaohongshu.com/user/profile/630b49ac00000000190223f8","复旦大三｜字节ai产品实习一个月体验","497","302","73","64","2025/09/30","先祝大家假期愉快🎉
	
时间真快，转眼也入职字节1个月了，跟我想象中其实也没有太大的不同，高强度的日常工作，开不完的会，较大的人员流动性等等。但毕竟实习生不需要背okr，暂时感觉目前的状态是可以handle甚至有点喜欢的😱
	
最典型的一个特点就是在做dirty work上，当时做行研的时候，干的dirty work那是纯脏，调整ppt格式，搜索数据等等，这些活不仅对自我提高没有太大帮助，关键是从业务的角度考虑，其实边际增益也不是很大。但是在字节，我平常做的比较多的dw是看case，把自己的发现输出给mt，这个事情虽然很耗心力，但确实能让自己对于当前产品离理想态的差距有多远更有数，也能知道评估标准的迭代方向，而且确实对okr有帮助。
	
说到这里也不得不介绍一下自己的日常工作了（尽量用人话来讲），我的岗位的全称叫ai搜索评测产品经理，主要负责的产品是tt的一个内置chatbot。pm其实也分很多种，比如业务pm，评测pm，策略pm等等。大部分人所熟知的pm都是业务pm，看起来非常高大上，但实际上在大厂，你很难亲手经历一个从0到1的项目。大部分业务pm（实习生）平常会涉及到的需求都比较小，比如你要加个深度思考的按钮要加在哪里这样。
	
而我们评测pm日常关注的是，咱们的chatbot在闲聊这个意图下，回复的理想态应该是什么样；在视频消费这个意图下，文本回复和视频召回如何形成平衡等等，最终把这些看起来很主观的问题答案凝练起来，变成运营和研发同学看得懂的语言，方便他们去打标或者进行策略的迭代。时常还要去关心竞品的表现如何，比如gpt，gemini，毕竟听老板的意思是希望这个chatbot能成为未来用户点开tt的另一个理由，在搜索领域超越google（我超，饼！）
	
一方面感谢mt的信任，另一方面也是因为组里实在缺人（，我承担了很多写标准的活。但是过程当中也会有很多心累的时候，毕竟一个小的标准改动就会涉及到很大的拉齐成本，会上容易被各种边际case和同学challenge。
	
最后还是聊点轻松的，大厂福利是真不辍，免费三餐+健身房+各种零食饮料，😋给大家推荐几个我常去的窗口：
t2-6f-肉夹馍+荞麦面  t4-5f-棒约翰 t1-3f-自选餐
#字节跳动[话题]# #复旦大学[话题]# #产品经理[话题]# #实习[话题]# #互联网大厂[话题]# #健身人健身魂[话题]#","[""#字节跳动"",""#复旦大学"",""#产品经理"",""#实习"",""#互联网大厂"",""#健身人健身魂""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/68dbdf3b000000000700e53b?xsec_token=AB4wwB6prk2MKMGyfSe8yZLZV29DTDhDynJ0nDEe2Db5Y=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230150/e99f08c53902f8e9258d4c50171e6acd/1040g00831n2cua4ekq205oob96m6c8voehqph8g!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/2efc466310672a0df379679e926bab29/1040g00831n2cua4ekq0g5oob96m6c8vok9msod8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/99c5125c2af87c2208aa70a08abce669/1040g00831n2cua4ekq005oob96m6c8voq919nr8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/12b2b7d33a8283f03b3a095e71b93b4b/1040g00831n2cua4ekq1g5oob96m6c8vovpdmgf8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/9f29e3f2a6406889ac4a85abff647c63/1040g00831n2cua4ekq105oob96m6c8vou6g8o6g!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/d4e56d3874ac147ad6b6f27c1e9c1868/1040g00831n2cua4ekq2g5oob96m6c8vo5hrfet8!nd_dft_wlteh_webp_3""]","",""
14,"699e5b540000000026033695","oil欧呦","https://www.xiaohongshu.com/user/profile/5f4dfecb000000000100571d","让Claude当PM，Codex写代码，Gemini做设计","5462","8878","188","1107","2026/02/25","#产品设计[话题]# #ai工具[话题]# #vibecoding[话题]# #产品经理[话题]# #一人公司[话题]# #ai编程[话题]# #codex[话题]# #gemini[话题]# #claude[话题]#","[""#产品设计"",""#ai工具"",""#vibecoding"",""#产品经理"",""#一人公司"",""#ai编程"",""#codex"",""#gemini"",""#claude""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/699e5b540000000026033695?xsec_token=ABIFUdA8Q-IW-C3xnG50wRlYzwNYpZ1bh5txPF4u8y9ds=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230150/2bf608b06c23bb21e513e0189facdde2/spectrum/1040g0k031t0ao81vla005nqdvr5g8lotg604npg!nd_dft_wgth_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e99e5a5a45c557010370039c92989855_259.mp4",""
15,"698d710e000000001a037eb9","烦恼斗士小呱同学","https://www.xiaohongshu.com/user/profile/5c31c7290000000007036356","反常识，AI初创实习在秋招其实更有含金量","480","420","66","92","2026/02/13","叠甲：以下内容仅针对想在秋招/春招拿到AI产品经理offer的同学，基于我在4段AI产品实习中的个人观察和总结给到一些小建议。这里提到的“AI初创实习”也需要进行一定的岗位质量筛选，不能一概而论。
	
主包在过去的一年半时间内分别在BAT中的两家、电商独角兽以及一家深圳AI初创做AI产品。个人觉得这四段实习写简历的含金量排名如下：
AI初创 >= BAT AI native团队 > BAT AI 赋能团队 >>> 电商独角兽
	
1. 初创scope非常大，建议实习4-6个月，主动让mt交给你own1个-n个模块的工作。如果成功成为顶梁柱实习生，可以一站式学齐几乎所有AI产品必备的技能：模型评测、模型迭代、agentic workflow搭建、对话全链路设计、多模态模型调优、记忆、功能设计、用户行为数据分析、基于ai的原型图绘制。（没错，以上这些我在4个月的实习里面全都接触到了）
	
2. 如何选到好的AI初创？首先要观察jd，是否强调了“不做边角料工作”，对于工作内容的描述是否明确具体、覆盖内容广。这样写的jd，一般都代表可以交给你的工作很多元，并且mt们都已经明确了这些功能是可做可落地的。其次看产品形态，优先选择C端产品。C端产品的用户覆盖面广，你的工作经历在未来求职时复用性更强。最后，比较推荐处于【内/外测阶段】、还未上线的产品，因为这时产品既有了雏形，团队有大量的成型架构可以给你学习，又不会承担太多dirty work，因为上线前需要做的工作非常非常多。
	
3. 条件允许的话，比较建议先实习1段大厂再实习1段初创，因为大厂在工作流程、方法论、组织管理上都更加规范，可以帮你打好基本功；但大厂的弊端是允许实习生做的事情可能不多，在功能创新方面也不如初创放得开。有了大厂的基础，再进入初创可以更好地发挥主观能动性，快速成长。
	
4. 但还是不建议大多数同学校招进AI公司，具体的原因Ag老师有一篇帖子讲过，还是比较认同的，核心原因在于并不稳定，没有成熟的校招生培养机制、组织管理机制、做事方法论，校招生进去很容易觉得无所适从。
	
希望这些经验能帮大家在选择实习的时候少走弯路！
	
#ai产品经理[话题]#  #产品经理实习[话题]# #秋招[话题]# #春招[话题]# #AI初创[话题]# #求职经验分享[话题]# #互联网大厂[话题]#","[""#ai产品经理"",""#产品经理实习"",""#秋招"",""#春招"",""#AI初创"",""#求职经验分享"",""#互联网大厂""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/698d710e000000001a037eb9?xsec_token=ABv2ZKOPPJSxPeiBR5tlcuRl9E6CCP1wDXAzMA4aiiXUw=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230150/1aa0d3d046310c32168caee9c0dbf0fe/notes_uhdr/1040g3qo31sfq9dsq5s705n1hoskhuoqmd2sacm0!nd_dft_wlteh_webp_3""]","",""
16,"683514b40000000023011839","momo","https://www.xiaohongshu.com/user/profile/5c5c18e6000000001802ae33","算法 or 产品","702","749","254","133","2025/05/27","本人bg如图
目前0paper
感觉最大的难题是不会做笔试的算法题
leetcode真的刷不了一点…
求求xhsuu们给点建议呜呜
#互联网大厂[话题]# #算法[话题]# #互联网[话题]# #产品经理[话题]# #程序员的出路[话题]# #人工智能就业[话题]#","[""#互联网大厂"",""#算法"",""#互联网"",""#产品经理"",""#程序员的出路"",""#人工智能就业""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/683514b40000000023011839?xsec_token=ABrx7TRjhI7jc1WP552jZmI5v2fcivq6-xvU4GXjS9gso=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230150/f82b4fe74fa542d5ab6faafa40b96215/notes_pre_post/1040g3k831hvgqnsr5qeg5n2s33j65bhjgil2msg!nd_dft_wlteh_webp_3""]","",""
17,"68510a84000000002300cc3c","一金菠菠豆","https://www.xiaohongshu.com/user/profile/5fdd9bb60000000001000d66","我学之她力量技能：叉车","160","91","91","14","2025/06/17","时间线：2024.12.12-2025.01.07
	
一个月不到的时间学的，报名以后几乎天天去，下午一点到三点半差不多。理论考试70分过，就是刷题（虽然有没做过的题），但是也没花很多时间，因为1分1题有很大的容错率。
	
实操和驾考一样两部分，主要学的是科目二就是内场，叉车的科目三很简单没有时间限制只要不熄火，而且很难压线因为划很宽。拿到证了我现在可以说很简单，就是把车开出来转弯把东西叉住倒库然后再开出来把东西放下再叉另一个放到另一边再倒库。但是学的时候特别没学会的时候很担心因为我考驾照就是挂过所以总担心我不行，而且我也不知道为什么可能就是毛毛躁躁的单手打方向我回头的时候会打错。
	
去学其实也只是一时兴起觉得开叉车很酷，而当时我没找工作所以就去了，爸爸和妈妈是两种态度爸爸觉得没必要，妈妈觉得学就学呗，反正就这样我去报了名，虽然这个证我也没有用，但是我会觉得我有退路。别人口嗨说大不了我去摇奶茶的时候我还可以说大不了我去开叉车。而且还可以在评论区真的评论说我开叉车叉你因为我真有叉车证哈哈哈哈哈
	
#叉车[话题]# #特种作业操作证[话题]##所有都问我怎么会去学这个[话题]# #我觉得斜杠很酷[话题]#","[""#叉车"",""#特种作业操作证"",""#所有都问我怎么会去学这个"",""#我觉得斜杠很酷""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/68510a84000000002300cc3c?xsec_token=ABLVDBRbSEKkzZsLZIrIsblltaHe9SoeGSGnq70r-rV34=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230150/601355052582f755bb80820d0e5170d5/notes_pre_post/1040g3k031iqp3n81gs305nutjer083b6s2imfi0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/cc1be09b9ec11b40feed8cb03e49e013/notes_pre_post/1040g3k031iqp3n81gs3g5nutjer083b6ca46nh8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/6e9295458dc9a3257ae47f337e8c1e28/notes_pre_post/1040g3k031iqp3n81gs405nutjer083b63o364uo!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/e828050688691484d2dd133ab43e82ab/notes_pre_post/1040g3k031iqp3n81gs4g5nutjer083b6m2p9kio!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/fc03b5003d9d1d8c92745ce8008450af/notes_pre_post/1040g3k031iqp3n81gs505nutjer083b60qr2ah8!nd_dft_wgth_webp_3""]","",""
18,"6628d4c400000000010058a2","特种作业考证小冼","https://www.xiaohongshu.com/user/profile/5fe9bd9100000000010013a5","今天给大家说一下叉车如何考","229","144","44","89","2024/05/31","1、考叉车证首先要学习驾驶叉车，通过正规培训机构进行培训，再由培训机构上报材料。
由市级安检局人员考核驾驶员，通过理论和实践操作考试就能取得叉车证。
叉车驾驶证不是由公安交通管理部门门颁发的，而是由质量监督管理部门颁发的，去普通的驾校咨询是没有用的。
这主要是因为叉车属于特种设备，由质量监督管理部门管理，所需证件也是由质量监督管理部门颁发的。[暗中观察R]
2、法律依据:《特种设备作业人员监督管理办法》第十条
申请《特种设备作业人员证》的人员应当符合下列条件:
(一)年龄18周岁以上;
(二)身体健康且满足申请从事的作业种类对身体的特殊要求;
(三)有与申请作业种类相适应的文化程度;(四)有与申请作业种类相适应的工作经历
(五)具有相应的安全技术知识与技能;(如没有就需要先培训)[赞R]
(六)符合安全技术规范规定的其他要求。[得意R]
二、叉车驾驶证考试报名流程是怎样的
1、登录特种设备作业人员考核管理平台;
2、申请人点击考生报名登录;
3、申请人选择所属地区，然后输入身份证号码，点击立即报名;
4、申请人填写特种设备作业人员资格申请表，点击保存并上报，完成申请;
5、系统受理审核后，申请人可特种设备作业人员考核管理平台输入身份证号码查询审核结果。[赞R][赞R][赞R] #叉车培训考证[话题]# #叉车证[话题]# #报名学车[话题]# #考证[话题]##焊工[话题]# #叉车[话题]# #电工[话题]#  #电工证[话题]#","[""#叉车培训考证"",""#叉车证"",""#报名学车"",""#考证"",""#焊工"",""#叉车"",""#电工"",""#电工证""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/6628d4c400000000010058a2?xsec_token=ABbXwKXMtTM6CNUJm9Mo3F6hPxCS23yYY4OFsZUG5O4Yk=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230150/5e2dadc76cc4b682abddd27b6fa2bdd1/1040g2sg311vi6sfc1o6g5nv9nm8g84t567gmnsg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/f20649a4ec343b67a46be3c13ff079a9/1040g008313eokv1sh26g5nv9nm8g84t5no2ad60!nd_dft_wlteh_webp_3""]","",""
19,"6996e6cb000000001b01fb7b","夏季芭乐","https://www.xiaohongshu.com/user/profile/647ead460000000010035d4f","whv🇦🇺叉车证极速到手","552","520","67","123","2026/02/19","今天刚考了叉车证，有小伙伴问我难吗[哇R]东部一样吗~
本篇结合我在珀斯的考证经历，总结下各州大致情况给出完整参考
📍培训机构：本地RTO即可（注册培训机构）让AI结合地址给你挑，去谷歌地图看评价
组团更省是澳洲大部分地区都有的政策
价格和严格程度因州而异
❗考出来是否全国通用（后边讲）
	
Day 1｜培训
上午：理论 & 选择题
培训师边讲边做一套选择题
会收上去批改，下午和其他材料一起交
📌 just热身，考试不考选择题
但知识点一样，真正重要的是简答题
	
下午：实操 ＆ 疯狂写简答题
学员分批上叉车实操
没轮到你时对着学习手册狂写六七十道简答题
顺带系统性地把所有知识过一遍
这本简答题册最后也要上交
回家能留下的只有学习手册和真题集，背去吧[偷笑R]
	
📝 Day 2｜正式考
笔试内容是61道简答题与5道计算题📢纯闭卷
前一天背熟，考官还会捞人
我们一起考的三个女生发扬聪明勤学优良传统轻松过，等着考官在课室里捞别人重考💅
	
🚜 实操评估
笔试通过后，两人一组实操
装卸一 / 二 / 三层货物：
装卸两次第二层货物并正向行驶
装一、三层的货是各倒车行驶一趟
具体不同州和考场依照老师陈述的要求
⚠️ 可以留意
档位是否正确
装卸记得操作和复原倾斜
安全意识
	
比驾考好多了，不会卡死流程，容你思考调整
不通过会排时间重新评估，但据考官讲通过率九成五以上
🧾通过后获得临时叉车执照
⏳ 60天内向WorkSafe提交材料，换正式证
	
🧭 那东部 & 其他州呢？
✅ 全国基本一致的部分
两天制（1天学习 + 1天考试）
闭卷简答 + 计算题
实操评估内容大同小异，都要向各州 WorkSafe 转正
	
💡 真实经历建议
团报省钱好，考点时间可以分开，但主报人得收集考员信息交💰，所以找人后自己摊
第一天学完简答题认真背，题目非常固定
实操稳一点慢一点
	
叉车证是全国认可，但按“州”发证
你在 西澳 / 新州 / 维州 任意一州考
合法合规的 RTO + WorkSafe 发证
➡️ 在全澳洲都可以用来找工作🧾也完全可以跨州使用，雇主认可，不需要重考
只要：
证是 High Risk Work Licence
在有效期内
明确操作类型（是LF 还是 LO）
	
那所谓“转州”啥意思？
❌ 不是换州重考
✅ 是更新地址 / 州监管系统登记
比如长期从 WA 搬去 NSW，到期前续证
才可能需要和 NSW 的 SafeWork 对接
👉 WHV / 短期工完全不用管
	
叉车证除技能证明外也类似驾照是半个ID
因此有证找工不仅时薪更高，即便不找叉车工，认可度也会提高
	
#whv[话题]# #澳洲whv[话题]#","[""#whv"",""#澳洲whv""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/6996e6cb000000001b01fb7b?xsec_token=ABk05T6UYZtUHhTnEoRpFHbUJjZyLvubeaTrkZE_WfYb0=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230150/339acd22de685d85ba60d8aa92208e99/notes_pre_post/1040g3k831sp0eu1cls005p3ull346nafr86jn6o!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/ca7377ccd7faba0189d2f63a98608445/notes_pre_post/1040g3k831sp0euvq5se05p3ull346nafcd98mk8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/7fe2414ddf1e90667ed68e4cc372f98e/notes_pre_post/1040g3k831sp0eu8dlk005p3ull346nafjm3hl20!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/204baf2a36503211bf2309782a40ad0b/notes_pre_post/1040g3k831sp0eups68005p3ull346nafqipli78!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/332ce281dc18ec48763433001e35883b/notes_pre_post/1040g3k831sp0eukbm2005p3ull346naf5bobma8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/c058764ce08f655c9ab3ceba89de35d0/notes_pre_post/1040g3k831sp0eue5lm005p3ull346nafhuogvro!nd_dft_wlteh_webp_3""]","",""
20,"69be71290000000023012315","白塔岭万友良艺屹美术","https://www.xiaohongshu.com/user/profile/5e3fcd3000000000010033cb","只卖画材一年营收两个亿，他们是这么做到的","1049","686","58","368","2026/03/21","#创业[话题]# #年轻化品牌[话题]# #品牌背后的故事[话题]# #创业思维[话题]# #企业管理[话题]# #商业认知[话题]#","[""#创业"",""#年轻化品牌"",""#品牌背后的故事"",""#创业思维"",""#企业管理"",""#商业认知""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/69be71290000000023012315?xsec_token=AB7wFQjgCdcd32IOLjOKKgDKA_2k_bs0GBtAqGV9K8gUk=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230150/80b8b1c16e1bb6e0e1e90ce7ec14a115/spectrum/1040g0k031tvle7eigs005nhvpko08cub0ku7270!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e9be65bc57188f010370039d0fef4973_259.mp4",""
21,"69becc4a000000002301eb6b","爹味女的激推患者oc版","https://www.xiaohongshu.com/user/profile/67b6dddd000000000e013f7f","分享一下神秘的找工作过程","6554","463","407","280","2026/03/22","之前说要画的，感觉还挺搞笑的就画了，找了一周然后打完电话三天内就入职了。。。神秘
#找到适合自己的工作[话题]##春招[话题]# #就业焦虑[话题]# #找工作[话题]# #原创漫画[话题]#","[""#找到适合自己的工作"",""#春招"",""#就业焦虑"",""#找工作"",""#原创漫画""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/69becc4a000000002301eb6b?xsec_token=AB7wFQjgCdcd32IOLjOKKgDFhrqTHz6pZZf3EedAX-_dE=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230150/8c6f5516b7625012cca864f2b9a2a6d3/1040g2sg31u00n7gv7ecg5ptmrnejifrv96etuao!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/d0459a27dd84c90aa846320f98a4c668/1040g2sg31u00i4dk72bg5ptmrnejifrvtphe8g8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/874ec50665d41d8f034be3fc17e5209c/1040g2sg31u00i4dk727g5ptmrnejifrvup8p8k0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/0a7b97983858edf940b47ef318514f34/1040g2sg31u00i4dk728g5ptmrnejifrvmmf4i1o!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/8a2d02689c477be9c67f95cb0895437e/1040g2sg31u00i4dk72905ptmrnejifrvn4ftg8g!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/da2ed5758b3d6353231b7db9bc528482/1040g2sg31u00i4dk729g5ptmrnejifrvlvmkpjo!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/62a3f3610647fd85f390899ed5fd1291/1040g2sg31u00i4dk72805ptmrnejifrv6kcjrs0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/373170de61524bec03c34858884ce37d/1040g2sg31u00n7gv7ed05ptmrnejifrvtb8bgng!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/ff00a9df9c2fbceb0d838a63c0d8048f/1040g2sg31u00i4dk72705ptmrnejifrv4k6qhng!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/76914320bb4c2c804c568aa9e6ed95cf/1040g2sg31u00i4dk72c05ptmrnejifrvr0k7bg0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/c37fb67a4db0de2a8a37cde382e40ca9/1040g2sg31u00i4dk72ag5ptmrnejifrvpg1pucg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/500ab66e1d998b962c8cae1d3f0cc488/1040g2sg31u00i4dk72b05ptmrnejifrvg2bfnq0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230150/687872dfcdf4e7416e758c83c0fd7607/1040g2sg31u00i4dk72cg5ptmrnejifrvuvsr868!nd_dft_wlteh_webp_3""]","",""
